model,target_word,sentence,true_sense,cluster,ari
mbert,ಹಸ್ತ,ಹಸ್ತದಿಂದ ನೀರು ಕುಡಿಯುತ್ತವೆ.,2,1,-0.08333333333333333
mbert,ಹಸ್ತ,ಅವನ ಹಸ್ತ ತುಂಬಾ ಸುಂದರವಾಗಿದೆ.,3,2,-0.08333333333333333
mbert,ಹಸ್ತ,ಈ ಗ್ರಂಥ ಶೇಷಾದ್ರಿಯ ಹಸ್ತದಿಂದ ಬರೆದಿದೆ.,3,1,-0.08333333333333333
mbert,ಹಸ್ತ,ಸಭೆ ಅವನ ಹಸ್ತದಲ್ಲಿದೆ.,4,1,-0.08333333333333333
mbert,ಹಸ್ತ,ಆ ಭೂಮಿ ನಿನ್ನ ಹಸ್ತದಲ್ಲಿದೆ.,4,1,-0.08333333333333333
mbert,ಹಿರಿಯ,ಹಿರಿಯ ವ್ಯಕ್ತಿಯನ್ನು ಸಮ್ಮಾನಿಸಿ.,1,0,-0.5
mbert,ಹಿರಿಯ,ಹಿರಿಯ ಪತ್ನಿ ಶಾಂತಿಮತೆ.,1,1,-0.5
mbert,ಹಿರಿಯ,ಹಿರಿಯ ಅಧಿಕಾರಿ ನಿರ್ದೇಶನ ಮಾಡಿದರು.,2,0,-0.5
mbert,ಹಿರಿಯ,ಹಿರಿಯ ಪದ ಪ್ರಾಪ್ತನಾಗಿ.,2,1,-0.5
mbert,ಹೊಡೆ,ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ.,1,0,-0.06060606060606061
mbert,ಹೊಡೆ,ದುರ್ಬಲ ಲೋಕದ ಬೇಡಿ ಹೊಡೆಯುವುದು.,1,0,-0.06060606060606061
mbert,ಹೊಡೆ,ಸರೀ ಪದಾರ್ಥವು ತೋಟದಲ್ಲಿ ಹೊಡೆದನು.,2,1,-0.06060606060606061
mbert,ಹೊಡೆ,ಗಂಡುಸಾಪು ಹೊಡೆಯಿರಿ.,2,0,-0.06060606060606061
mbert,ಹೊಡೆ,ಬೆಲ್ ಹೊಡೆಯಿರಿ.,3,2,-0.06060606060606061
mbert,ಹೊಡೆ,ಮಾಂತ್ರಿಕ ಘಂಟೆ ಹೊಡೆಯುತ್ತಾರೆ.,3,0,-0.06060606060606061
mbert,ಹೋಗು,ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ.,1,1,-0.07692307692307693
mbert,ಹೋಗು,ನನ್ನ ಕಾರು ಹೋಗುತ್ತಿದೆ.,1,2,-0.07692307692307693
mbert,ಹೋಗು,"ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ.",2,0,-0.07692307692307693
mbert,ಹೋಗು,ಕೋಣೆಯಿಂದ ಹೋಗಿ.,2,1,-0.07692307692307693
mbert,ಹೋಗು,ಅಲೋಕು ಹೋಗಿ.,3,1,-0.07692307692307693
mbert,ಹೋಗು,ಸೂರ್ಯ ದಿಗಂತದ ಹೆಚ್ಚಿನ ಹೋಗಿ.,3,1,-0.07692307692307693
mbert,ಹೋಗು,ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ.,4,3,-0.07692307692307693
mbert,ಹೋಗು,ವರ್ಷ ಬೇಗ ಹೋದೆ.,4,1,-0.07692307692307693
muril,ಅರ್ಥ,ಈ ಮಾತುಗಳ ಅರ್ಥ ತೃಪ್ತಿದಾಯಕವಾಗಿದೆ.,1,1,0.33962264150943394
muril,ಅರ್ಥ,ಪದದ ಅರ್ಥ ತಿಳಿಸಿ.,1,1,0.33962264150943394
muril,ಅರ್ಥ,ಸಭೆ ಅರ್ಥ ಸೂಚಿಸಿದೆ.,2,2,0.33962264150943394
muril,ಅರ್ಥ,ಅರ್ಥ ಪಾಲಿಸುವುದು ಅವಶ್ಯಕ.,2,2,0.33962264150943394
muril,ಅರ್ಥ,ಯುವಕನ ಅರ್ಥ ಉನ್ನತಿಯಿತು.,3,0,0.33962264150943394
muril,ಅರ್ಥ,ಈ ಪ್ರಯೋಗದ ಅರ್ಥ ತಪ್ಪಾದ ವಿಷಯ ಪಕ್ಷೀಕರಿಸುವುದು.,3,3,0.33962264150943394
muril,ಅರ್ಥ,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು.,4,1,0.33962264150943394
muril,ಅರ್ಥ,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ.,4,0,0.33962264150943394
muril,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,1,1,-0.06060606060606061
muril,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ.,1,2,-0.06060606060606061
muril,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,2,1,-0.06060606060606061
muril,ಕಬ್ಬಿ,ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ.,2,1,-0.06060606060606061
muril,ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ.,3,1,-0.06060606060606061
muril,ಕಬ್ಬಿ,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ.,3,0,-0.06060606060606061
muril,ಕರಣ,ಈ ಘಟನೆಯ ಕರಣ ಎಂದರೆ ನಿರ್ಲಕ್ಷ್ಯತೆ.,1,1,0.07407407407407407
muril,ಕರಣ,ಅನಸ್ಥೆಯ ಕರಣ ಕಾರ್ಯಭಾರ ಹೆಚ್ಚು.,1,0,0.07407407407407407
muril,ಕರಣ,ಶಿಕ್ಷಣ ಜೀವನ ಸುಧಾರಣೆಯ ಕರಣ.,2,1,0.07407407407407407
muril,ಕರಣ,ಕರ್ನಮ ಭರತಾವಿಯ ಕರಣಗಳು ಅದ್ಭುತವಾಗಿವೆ.,2,2,0.07407407407407407
muril,ಕರಣ,ಪದವಿನ ಕರಣ ವಿಷಯ ವಿಶ್ಲೇಷಿಸಬೇಕು.,3,0,0.07407407407407407
muril,ಕರಣ,ಅಪರ ಕರಣ ತೆರೆದುಕೊಂಡಿದೆ.,3,0,0.07407407407407407
muril,ಕಾಲ,ಕಾಲ ದ್ರುತವಾಗಿ ಹಾದುಹೋಗಿ.,1,1,0.425531914893617
muril,ಕಾಲ,ಮಹಾಭಾರತದ ಕಾಲದಲ್ಲಿ ಅನೇಕ ಯುದ್ಧ ನಡೆದವು.,1,3,0.425531914893617
muril,ಕಾಲ,ಅವನ ಎಡ ಕಾಲು ಮುರಿದಿದೆ.,2,2,0.425531914893617
muril,ಕಾಲ,ಕಾಲು ನೋವಾಗುತ್ತಿದೆ.,2,0,0.425531914893617
muril,ಕಾಲ,ಬೇಸಿಗೆ ಕಾಲ ತುಂಬಾ ಬಿಸಿಯಾಗಿರುತ್ತವೆ.,5,4,0.425531914893617
muril,ಕಾಲ,ಮುಂಗಾರು ಕಾಲ ಮೂವೆತ್ತೆ ಅಂದಾಗೆ ಬರುತ್ತದೆ.,5,4,0.425531914893617
muril,ಕಾಲ,ಕಾಲ ನೋಡುತ್ತಿರುವುದೇ ಅದು.,3,1,0.425531914893617
muril,ಕಾಲ,ಕಾಲದ ಸಮಯ ನಿಗದಿತವಾಗಿದೆ.,3,1,0.425531914893617
muril,ಕಾಲ,ಕಾಲ ಬಟ್ಟೆ ಧರಿಸಿ.,4,0,0.425531914893617
muril,ಕಾಲ,ಕಾಲ ಮೇಘ ಗಾಳಿ ಬೀಸುತ್ತಿದೆ.,4,0,0.425531914893617
muril,ಕಾಲೆ,ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,1,1,-0.06060606060606061
muril,ಕಾಲೆ,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,1,0,-0.06060606060606061
muril,ಕಾಲೆ,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,2,1,-0.06060606060606061
muril,ಕಾಲೆ,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ.,2,1,-0.06060606060606061
muril,ಕಾಲೆ,ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,3,2,-0.06060606060606061
muril,ಕಾಲೆ,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ.,3,1,-0.06060606060606061
muril,ಕಿರಿಯ,ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು.,1,2,0.4444444444444444
muril,ಕಿರಿಯ,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ.,1,2,0.4444444444444444
muril,ಕಿರಿಯ,ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ.,2,0,0.4444444444444444
muril,ಕಿರಿಯ,ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ.,2,0,0.4444444444444444
muril,ಕಿರಿಯ,ಕಿರಿಯ ಸಹೋದರ ಸಹಾಯಕ.,3,0,0.4444444444444444
muril,ಕಿರಿಯ,ಕಿರಿಯ ಪದ ತೃಪ್ತ ವೈತನಿಕ.,3,1,0.4444444444444444
muril,ಕೂಲಿ,ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,1,1,-0.2962962962962963
muril,ಕೂಲಿ,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,1,0,-0.2962962962962963
muril,ಕೂಲಿ,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,2,1,-0.2962962962962963
muril,ಕೂಲಿ,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು.,2,2,-0.2962962962962963
muril,ಕೂಲಿ,ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,3,1,-0.2962962962962963
muril,ಕೂಲಿ,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ.,3,2,-0.2962962962962963
muril,ಕೊಡು,ಆನೆಗೆ ಒಣಹೂವು ಕೊಡಿ.,1,0,0.0
muril,ಕೊಡು,ನನಗೆ ನೀರು ಕೊಡಿ.,1,0,0.0
muril,ಕೊಡು,ದೇವರಿಗೆ ಹೂವು ಕೊಡುವುದು ಸಂಪ್ರದಾಯ.,2,2,0.0
muril,ಕೊಡು,ಅತಿಥಿಗೆ ಆಸನ ಕೊಡಿ.,2,0,0.0
muril,ಕೊಡು,ಶತ್ರುವಿಗೆ ಭೀಷಣ ಪ್ರಹಾರ ಕೊಡುತ್ತೆ.,3,1,0.0
muril,ಕೊಡು,ತೊಡೆಯಿಂದ ಥಳಿ ಕೊಟ್ಟನಳೆ.,3,0,0.0
muril,ಕೊಡು,ಗಿರುಗಳ ಹಾಕುಮಾರಿ ಬೆಳ್ಳಳಿ ಕೊಡುತ್ತವೆ.,4,3,0.0
muril,ಕೊಡು,ಕ್ಷೇತ್ರ ಸಂಪೂರ್ಣ ಫಸಲಿ ಕೊಡುತ್ತಿದೆ.,4,1,0.0
muril,ಗಟ್ಟ,ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ.,1,1,-0.06060606060606061
muril,ಗಟ್ಟ,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ.,1,0,-0.06060606060606061
muril,ಗಟ್ಟ,ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ.,2,2,-0.06060606060606061
muril,ಗಟ್ಟ,ಗಟ್ಟ ನಿಯಮ ಪಾಲಿಸುತ್ತಾರೆ.,2,1,-0.06060606060606061
muril,ಗಟ್ಟ,ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ.,3,1,-0.06060606060606061
muril,ಗಟ್ಟ,ಗಟ್ಟ ಅನುಸಾರ ನೋವು.,3,1,-0.06060606060606061
muril,ಗುರುತ್ವ,ಗುರುತ್ವ ಕಾಚು ಕೆಲಸ.,1,1,0.24242424242424243
muril,ಗುರುತ್ವ,ಗುರುತ್ವ ಸಮಸ್ಯೆ ಪರಿಹಾರ.,1,1,0.24242424242424243
muril,ಗುರುತ್ವ,ಗುರುತ್ವ ನಿರ್ಧಾರ ಕೆಳಗಿಳಿಸಲಾಯಿತು.,2,1,0.24242424242424243
muril,ಗುರುತ್ವ,ಗುರುತ್ವ ಕಾರ್ಯಭಾರ ತಿಳಿಸಲಾಯಿತು.,2,1,0.24242424242424243
muril,ಗುರುತ್ವ,ಗುರುತ್ವ ಸಂಜೆಯಲ್ಲಿ ಆರಾಧನೆ.,3,2,0.24242424242424243
muril,ಗುರುತ್ವ,ಗುರುತ್ವ ನೀತಿ ಅನುಷ್ಠಾನ.,3,0,0.24242424242424243
muril,ಚಕ್ರ,ರಥದ ಚಕ್ರ ಭಾರೀ ಮರದಿಂದ ತಯಾರಾಗಿದೆ.,1,2,0.27586206896551724
muril,ಚಕ್ರ,ಮೊಟೊರಿನ ಚಕ್ರ ತಿರುಗುತ್ತಿದೆ.,1,1,0.27586206896551724
muril,ಚಕ್ರ,ಜೀವನದ ಚಕ್ರ ಮುಂದುವರಿದುಕೊಂಡಿದೆ.,2,1,0.27586206896551724
muril,ಚಕ್ರ,ಋತುಗಳ ಚಕ್ರ ಪುನರಾವೃತ್ತಿಯಾಗುತ್ತಿದೆ.,2,1,0.27586206896551724
muril,ಚಕ್ರ,ಯೋಗದಲ್ಲಿ ಆಚ್ಠ ಚಕ್ರಗಳು ಮುಖ್ಯ.,3,0,0.27586206896551724
muril,ಚಕ್ರ,ಹೃದಯ ಚಕ್ರ ಸಕ್ರಿಯಗೊಳಿಸುತ್ತಾರೆ.,3,3,0.27586206896551724
muril,ಚಕ್ರ,ಕೃಷ್ಣನ ಚಕ್ರ ವೈಷ್ಣವ ಅಸ್ತ್ರ.,4,2,0.27586206896551724
muril,ಚಕ್ರ,ಸುದರ್ಶನ ಚಕ್ರ ಸಕಲವನ್ನು ನಾಶಮಾಡುತ್ತಿದೆ.,4,2,0.27586206896551724
muril,ಚಿತ್ರ,ಆ ಚಿತ್ರ ನೈಜತ್ವವನ್ನು ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ.,1,1,0.0
muril,ಚಿತ್ರ,ಚಿತ್ರ ತೆಗೆಯಬೇಕೆ?,1,2,0.0
muril,ಚಿತ್ರ,ಸಮಾಜದಲ್ಲಿ ಅನೇಕ ಚಿತ್ರ ಜನತೆ ವಾಸ ಮಾಡುತ್ತಾರೆ.,2,0,0.0
muril,ಚಿತ್ರ,ಈ ಕಾದಂಬರಿಯು ಚಿತ್ರವಾದ ಪ್ರಕರಣಗಳನ್ನು ಹೊಂದಿದೆ.,2,3,0.0
muril,ಚಿತ್ರ,ಆ ಚಿತ್ರ ಘಟನೆ ಕೇಳಲು ಅದ್ಭುತವಾಗಿದೆ.,3,1,0.0
muril,ಚಿತ್ರ,ಚಿತ್ರವಾದ ಸಂಗತಿ ಸಂಭವಿಸಿದೆ.,3,3,0.0
muril,ಚಿತ್ರ,ರವಿಶಂಕರ ಸುಂದರ ಚಿತ್ರ ಸೃಷ್ಟಿಸುತ್ತಾರೆ.,4,1,0.0
muril,ಚಿತ್ರ,ಈ ಚಿತ್ರ ಶಿಲ್ಪ ಅಸಾಧಾರಣ ಕಾದಂಬರಿ.,4,1,0.0
muril,ಜಲ,ನೀರಾಯ ಜಲ ಕುಡಿಯಿರಿ.,1,0,0.24242424242424243
muril,ಜಲ,ಜಲ ಬೆಳಗಿನ ಬಿಸಿಯಲ್ಲಿ ಕುದಿಯುತ್ತಿದೆ.,1,0,0.24242424242424243
muril,ಜಲ,ತೈಲಜಲ ಸಲ್ಯ ಹೀಲಿಂಗಿಗೆ ಉಪಯುಕ್ತ.,2,1,0.24242424242424243
muril,ಜಲ,ಕಷಾಯ ಜಲ ಔಷಧ.,2,2,0.24242424242424243
muril,ಜಲ,ಜಲದಲ್ಲಿ ಬೆನ್ನು ಬದ್ಧವಾಗುತ್ತಿದೆ.,3,0,0.24242424242424243
muril,ಜಲ,ಜಲ ತೂರುವ ಹೀನಾಭಿಮಾನ ನಿವಾರಿಸುವುದು ಕಷ್ಟ.,3,0,0.24242424242424243
muril,ತೆಗೆ,ನನ್ನ ಹಸ್ತ ತೆಗೆ.,1,2,0.0
muril,ತೆಗೆ,ಹಾಕುಮಾರಿಗೆ ನಕ್ಷತ್ರ ತೆಗೆದು ಕೊಟ್ಟರು.,1,3,0.0
muril,ತೆಗೆ,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ.,2,0,0.0
muril,ತೆಗೆ,ಕಂಕುದಿಂದ ಮುಖ್ಯ ಕೆಲಸ ತೆಗೆದುಕೊ.,2,0,0.0
muril,ತೆಗೆ,ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ.,3,0,0.0
muril,ತೆಗೆ,ಹೊರಗಿನ ಸೂಪ ತೆಗೆದುಕೊಂಡೆ.,3,2,0.0
muril,ತೆಗೆ,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ.,4,0,0.0
muril,ತೆಗೆ,ಪ್ರಾಣಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡರು.,4,1,0.0
muril,ಧರಣಿ,ಧರಣಿ ಭ್ರಮಿಸುತ್ತಾ ಇರುತ್ತದೆ.,1,0,-0.06060606060606061
muril,ಧರಣಿ,ಧರಣಿಯ ಮೇಲೆ ಮಿಲಿಯನ ಜನ ವಾಸ ಮಾಡುತ್ತಾರೆ.,1,0,-0.06060606060606061
muril,ಧರಣಿ,ಈ ಕೋಟೆಯ ಧರಣಿ ಕಲ್ಲಿನಿಂದ ಕೆತ್ತಿರುವುದು.,2,2,-0.06060606060606061
muril,ಧರಣಿ,ಮನೆಯ ಧರಣಿ ಬಲಾಗಿರುವುದು ಅಗತ್ಯ.,2,0,-0.06060606060606061
muril,ಧರಣಿ,ಪುಷ್ಪಗಳ ಧರಣಿ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,3,1,-0.06060606060606061
muril,ಧರಣಿ,ಧರಣಿ ಇಳಿಪಡಿಸುವ ಪದಾರ್ಥ.,3,0,-0.06060606060606061
muril,ಧರಿಸು,ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,1,2,-0.06060606060606061
muril,ಧರಿಸು,ಮುಖವಾಣಿ ಧರಿಸಿ.,1,2,-0.06060606060606061
muril,ಧರಿಸು,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,2,0,-0.06060606060606061
muril,ಧರಿಸು,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ.,2,2,-0.06060606060606061
muril,ಧರಿಸು,ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,3,2,-0.06060606060606061
muril,ಧರಿಸು,ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ.,3,1,-0.06060606060606061
muril,ನಕಲಿ,ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,1,2,-0.2962962962962963
muril,ನಕಲಿ,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ.,1,1,-0.2962962962962963
muril,ನಕಲಿ,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,2,1,-0.2962962962962963
muril,ನಕಲಿ,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ.,2,0,-0.2962962962962963
muril,ನಕಲಿ,ನಕಲಿ ನಾಣ್ಯ ಸಾಕಷ್ಟು ಪರಿಚಿತವಾಗಿದೆ.,3,0,-0.2962962962962963
muril,ನಕಲಿ,ನಕಲಿ ವಸ್ತುವನ್ನು ವಿಕ್ರಯ ಮಾಡುವುದು ಅಪರಾಧ.,3,1,-0.2962962962962963
muril,ನೀಡ,ಪಕ್ಷಿಯ ನೀಡ ವೃಕ್ಷದ ಮೇಲೆ ಇದೆ.,1,2,-0.06060606060606061
muril,ನೀಡ,ಸೂಕನಲ್ಲಿ ನೀಡ ತಿರಿಯುತ್ತೆ.,1,0,-0.06060606060606061
muril,ನೀಡ,ಬೆಕೆಲೆಗಾಗಿ ಪರಿವಾರದ ನೀಡ ನಿರ್ಮಾಣ ಮಾಡಿದರು.,2,0,-0.06060606060606061
muril,ನೀಡ,ಹೊಸ ನೀಡಕ್ಕೆ ಸ್ವಾಗತ.,2,1,-0.06060606060606061
muril,ನೀಡ,ಪ್ರಭುನ ನೀಡ ನೀತಿಸೋಪಾನದಲ್ಲಿ.,3,0,-0.06060606060606061
muril,ನೀಡ,ಆತ್ಮನ ಚಿರಂತನ ನೀಡ ಅತೀಂದ್ರಿಯ.,3,0,-0.06060606060606061
muril,ನೀಲ,ನೀಲ ಆಕಾಶ ಮೋಹಕ.,1,0,-0.06060606060606061
muril,ನೀಲ,ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ.,1,0,-0.06060606060606061
muril,ನೀಲ,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,2,1,-0.06060606060606061
muril,ನೀಲ,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ.,2,0,-0.06060606060606061
muril,ನೀಲ,ನೀಲ ಗಿಳಿ ಮಂಡಿರದ ಸ್ಕಂಧ.,3,2,-0.06060606060606061
muril,ನೀಲ,ನೀಲ ರಂಗು ಧೌತ ಸಂಭೋಗ.,3,0,-0.06060606060606061
muril,ನೇತೃತ್ವ,ಪಾರ್ಥ ಸೈನ್ಯವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,1,1,-0.06060606060606061
muril,ನೇತೃತ್ವ,ಈ ಪ್ರಯೋಗದಲ್ಲಿ ನಾನು ನೇತೃತ್ವ ಮಾಡುತ್ತೇನೆ.,1,0,-0.06060606060606061
muril,ನೇತೃತ್ವ,ಶಿಲ್ಪಿ ಸಂಗೀತವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,2,1,-0.06060606060606061
muril,ನೇತೃತ್ವ,ಆರ್ಕೆಸ್ಟ್ರಾ ನೇತೃತ್ವ ಮಾಡುವುದು ಕಾಂಡಕ್ಟರ್‌ನ ಕೆಲಸ.,2,2,-0.06060606060606061
muril,ನೇತೃತ್ವ,ಸಂಸ್ಥೆಯನ್ನು ನೇತೃತ್ವ ಮಾಡುವ ಜವಾಬ್ದಾರಿ.,3,1,-0.06060606060606061
muril,ನೇತೃತ್ವ,ಯುವಕನು ಕಂಪನಿ ನೇತೃತ್ವ ಮಾಡಿದನು.,3,1,-0.06060606060606061
muril,ನೋಡು,ಆಕಾಶ ನೋಡಿ.,1,1,0.0
muril,ನೋಡು,ಒಟ್ಟಿಗೆ ಏನು ನೋಡುತ್ತೀಯ?,1,2,0.0
muril,ನೋಡು,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ.,2,0,0.0
muril,ನೋಡು,ಕಡಿಮೆ ಮಾರುಕಟ್ಟೆ ನೋಡೊಳ್ಳಿ.,2,1,0.0
muril,ನೋಡು,ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,3,2,0.0
muril,ನೋಡು,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ.,3,3,0.0
muril,ನೋಡು,ಸರಿಪೊತ್ತು ನೋಡಿ.,4,1,0.0
muril,ನೋಡು,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು.,4,1,0.0
muril,ಪುಲ,ನದಿಯ ಮೇಲೆ ಹೊಸ ಪುಲ ನಿರ್ಮಾಣವಾಗುತ್ತಿದೆ.,1,1,0.4444444444444444
muril,ಪುಲ,ಪುಲ ದಾಟಿ ಹೋಗಿ.,1,2,0.4444444444444444
muril,ಪುಲ,ಬೆಸೆಯ ಪುಲ ಚೆಂದ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,2,2,0.4444444444444444
muril,ಪುಲ,ಹೂವಿನ ಪುಲ ನೋಡು.,2,2,0.4444444444444444
muril,ಪುಲ,ನವೆಂಬರ್ ಅವರಿಗೆ ಪುಲದ ತೂಟು ಕೊಟ್ಟರು.,3,0,0.4444444444444444
muril,ಪುಲ,ಮದುವೆಯ ಸಮಯದಲ್ಲಿ ಸುಂದರ ಪುಲದ ತೂಟು ನೋಡಲಾಯಿತು.,3,0,0.4444444444444444
muril,ಪೆರೆಲೆ,ಸೂರ್ಯನ ಪೆರೆಲೆ ಬೀಸುತ್ತಿದೆ.,1,1,-0.06060606060606061
muril,ಪೆರೆಲೆ,ಮರದ ಪೆರೆಲೆಯಲ್ಲಿ ಕುಳಿತುಕೊಂಡೆ.,1,0,-0.06060606060606061
muril,ಪೆರೆಲೆ,ನೀರಿನಲ್ಲಿ ಮುಖದ ಪೆರೆಲೆ ಕಾಣುತ್ತಿದೆ.,2,1,-0.06060606060606061
muril,ಪೆರೆಲೆ,ಕನ್ನಡ ಸಂಸ್ಕೃತಿಯ ಪೆರೆಲೆ ಲೋಕವೆಲ್ಲಾ ಪಡೆದೆ.,2,1,-0.06060606060606061
muril,ಪೆರೆಲೆ,ಆತನ ಮೇಲೆ ನಿರ್ದೋಷತೆಯ ಪೆರೆಲೆಯೂ ಇಲ್ಲ.,3,1,-0.06060606060606061
muril,ಪೆರೆಲೆ,ಪೆರೆಲೆ ಪರಿಚಯ ನಾಶ ಮಾಡುತ್ತದೆ.,3,2,-0.06060606060606061
muril,ಪ್ರಭು,ಸೋಮನಾಥ ತನ್ನ ಗುಲಾಮನ ಪ್ರಭು.,1,1,-0.06060606060606061
muril,ಪ್ರಭು,ಪ್ರಭುವಿನ ಆದೇಶ ಪಾಲಿಸಲೇಬೇಕು.,1,0,-0.06060606060606061
muril,ಪ್ರಭು,ಪ್ರಭುವೆ ನಮ್ಮನ್ನು ರಕ್ಷಿಸಿ.,2,0,-0.06060606060606061
muril,ಪ್ರಭು,ಪ್ರಭುವಿನ ಕೃಪೆ ಅಪರಿಸೀಮ.,2,0,-0.06060606060606061
muril,ಪ್ರಭು,ರವಿ ಪ್ರಭುಗಳು ಮುಖ್ಯ ಅಧಿಕಾರಿ.,3,2,-0.06060606060606061
muril,ಪ್ರಭು,ಪ್ರಭುಗಳ ನಿರ್ದೇಶನ ನೋಡಿ ಕೆಲಸ ಮಾಡಿ.,3,0,-0.06060606060606061
muril,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಾರ್ಯೆ ಮನೆಯ ಸಿಂದೂರ.,1,2,0.24242424242424243
muril,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಿತಿಜ ಅವನ ಪ್ರಿಯೆ.,1,1,0.24242424242424243
muril,ಪ್ರೀತಿ,ಪ್ರೀತಿ ವಿಷಯ ಶಾಸ್ತ್ರ.,2,0,0.24242424242424243
muril,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಔಷಧ ಇಂದ್ರಿಯ.,2,0,0.24242424242424243
muril,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಸುಗಂಧ ಹೃದಯ.,3,0,0.24242424242424243
